filepath,text_asr,text_translated,intent,language,full_audio_path
en-AU~JOINT_ACCOUNT/response_41.wav,how do I set up a joint account with my partner,how do I set up a joint account with my partner,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_41.wav
en-AU~JOINT_ACCOUNT/response_40.wav,how do I set up a joint account,how do I set up a joint account,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_40.wav
en-AU~JOINT_ACCOUNT/response_42.wav,ID like to set up a joint account please I can't find the option in the app,ID like to set up a joint account please I can't find the option in the app,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_42.wav
en-AU~JOINT_ACCOUNT/response_43.wav,hello ID like to set up a joint account please,hello ID like to set up a joint account please,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_43.wav
en-AU~JOINT_ACCOUNT/response_47.wav,hi can I set up a joint account with my partner which are the options are in the I am I should should I choose where can I find it,hi can I set up a joint account with my partner which are the options are in the I am I should should I choose where can I find it,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_47.wav
en-AU~JOINT_ACCOUNT/response_46.wav,g'day I'm not going to set up a joint account with my partner can you help me,g'day I'm not going to set up a joint account with my partner can you help me,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_46.wav
en-AU~JOINT_ACCOUNT/response_44.wav,hi for my savings account I want to make that a joint account with my wife please and I just want to see how I can do that,hi for my savings account I want to make that a joint account with my wife please and I just want to see how I can do that,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_44.wav
en-AU~JOINT_ACCOUNT/response_50.wav,hi I just wanted to find out how I set up the joint account I can't go for it thanks,hi I just wanted to find out how I set up the joint account I can't go for it thanks,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_50.wav
en-AU~JOINT_ACCOUNT/response_51.wav,where can I set up a joint account,where can I set up a joint account,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_51.wav
en-AU~JOINT_ACCOUNT/response_45.wav,what is it up a joint account,what is it up a joint account,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_45.wav
en-AU~JOINT_ACCOUNT/response_36.wav,hi morning to set up a joint bank account with someone else can you help me about please,hi morning to set up a joint bank account with someone else can you help me about please,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_36.wav
en-AU~JOINT_ACCOUNT/response_37.wav,hi there how do I go about setting up a joint account for me and my partner,hi there how do I go about setting up a joint account for me and my partner,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_37.wav
en-AU~JOINT_ACCOUNT/response_23.wav,I need some help setting up in joint account,I need some help setting up in joint account,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_23.wav
en-AU~JOINT_ACCOUNT/response_35.wav,hi there I'm wanting to set up a joint bank account with someone else how do I do that,hi there I'm wanting to set up a joint bank account with someone else how do I do that,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_35.wav
en-AU~JOINT_ACCOUNT/response_21.wav,how can I use the website to set up a joint account,how can I use the website to set up a joint account,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_21.wav
en-AU~JOINT_ACCOUNT/CA16a59f471023c3e0af9156aaa161617c_4.wav,how do I set set up an account with my partner,how do I set set up an account with my partner,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/CA16a59f471023c3e0af9156aaa161617c_4.wav
en-AU~JOINT_ACCOUNT/response_20.wav,can you please help me to set up a joint account,can you please help me to set up a joint account,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_20.wav
en-AU~JOINT_ACCOUNT/response_34.wav,I just wanted to enquire about how do I open an account with my partner something like a joint account,I just wanted to enquire about how do I open an account with my partner something like a joint account,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_34.wav
en-AU~JOINT_ACCOUNT/response_18.wav,hello how do I set up a joint account,hello how do I set up a joint account,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_18.wav
en-AU~JOINT_ACCOUNT/response_30.wav,where online can I find an option to set up an account for me and my partner,where online can I find an option to set up an account for me and my partner,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_30.wav
en-AU~JOINT_ACCOUNT/response_24.wav,I would like to set up a joint account with my wife,I would like to set up a joint account with my wife,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_24.wav
en-AU~JOINT_ACCOUNT/response_25.wav,I am trying to set up a joint account with my partner can you tell me how he said that up please,I am trying to set up a joint account with my partner can you tell me how he said that up please,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_25.wav
en-AU~JOINT_ACCOUNT/response_31.wav,is there an option in the app for a joint account that I could set up with my partner,is there an option in the app for a joint account that I could set up with my partner,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_31.wav
en-AU~JOINT_ACCOUNT/response_8.wav,I am speaking to set up a joint account how should I go about this can you please help me with this,I am speaking to set up a joint account how should I go about this can you please help me with this,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_8.wav
en-AU~JOINT_ACCOUNT/response_33.wav,hi I'm sorry I'm out herself a drink account and if I could have a partner with this so yeah this figure out doctor,hi I'm sorry I'm out herself a drink account and if I could have a partner with this so yeah this figure out doctor,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_33.wav
en-AU~JOINT_ACCOUNT/response_32.wav,I am trying to set up a joint account online but I do not understand the steps can you please help me,I am trying to set up a joint account online but I do not understand the steps can you please help me,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_32.wav
en-AU~JOINT_ACCOUNT/response_26.wav,I can't figure out how to create a joint account on the website where's the option for that,I can't figure out how to create a joint account on the website where's the option for that,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_26.wav
en-AU~JOINT_ACCOUNT/response_9.wav,am I allowed to set up a joint account with anyone,am I allowed to set up a joint account with anyone,JOINT_ACCOUNT,en-AU,MInDS-14\audio\en-AU~JOINT_ACCOUNT/response_9.wav
en-AU~BALANCE/response_4.wav,what is my current account balance,what is my current account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_4.wav
en-AU~BALANCE/response_17.wav,could you please check my account balance,could you please check my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_17.wav
en-AU~BALANCE/response_16.wav,hi just coming so I can see my account balance please,hi just coming so I can see my account balance please,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_16.wav
en-AU~BALANCE/CA8afa39043e0ae1aa1c4bb8c933411b8e_2.wav,hi I'm looking to get my account balance,hi I'm looking to get my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/CA8afa39043e0ae1aa1c4bb8c933411b8e_2.wav
en-AU~BALANCE/response_5.wav,bank account balance please,bank account balance please,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_5.wav
en-AU~BALANCE/response_7.wav,could I please see my current account balance,could I please see my current account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_7.wav
en-AU~BALANCE/response_14.wav,yes good afternoon could I please grab my account balance thank you,yes good afternoon could I please grab my account balance thank you,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_14.wav
en-AU~BALANCE/response_28.wav,account balance,account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_28.wav
en-AU~BALANCE/CAd3a9108c5cace09ee64a684a5d6075cc_1.wav,I would like to get my account balance,I would like to get my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/CAd3a9108c5cace09ee64a684a5d6075cc_1.wav
en-AU~BALANCE/response_29.wav,hey there I'm I was just wondering if I could check my current account balance,hey there I'm I was just wondering if I could check my current account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_29.wav
en-AU~BALANCE/response_6.wav,I just like an quiet at my account balance I'm trying to access it through it after just would like to know how much money I have in my account thanks very much,I just like an quiet at my account balance I'm trying to access it through it after just would like to know how much money I have in my account thanks very much,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_6.wav
en-AU~BALANCE/response_2.wav,show me my account balance,show me my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_2.wav
en-AU~BALANCE/response_39.wav,hi I'm just calling about my account balance can you please show me my balance,hi I'm just calling about my account balance can you please show me my balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_39.wav
en-AU~BALANCE/response_10.wav,can you please show me my current account balance,can you please show me my current account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_10.wav
en-AU~BALANCE/response_38.wav,hey I just want to know what's my current account balance at the moment,hey I just want to know what's my current account balance at the moment,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_38.wav
en-AU~BALANCE/response_3.wav,what is my account balance,what is my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_3.wav
en-AU~BALANCE/response_12.wav,what is my account balance,what is my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_12.wav
en-AU~BALANCE/response_13.wav,I'm calling about my current account balance can you help me with that please,I'm calling about my current account balance can you help me with that please,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_13.wav
en-AU~BALANCE/CA8e6a842ffa76147c38366c88c7fb20a2_3.wav,account balance current account balance show me your account balance,account balance current account balance show me your account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/CA8e6a842ffa76147c38366c88c7fb20a2_3.wav
en-AU~BALANCE/CAa7e53ce5978f55a694d8405b5c502b29_5.wav,hi my name is Jeremy and I'm wondering if I can have a look at my account balance please,hi my name is Jeremy and I'm wondering if I can have a look at my account balance please,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/CAa7e53ce5978f55a694d8405b5c502b29_5.wav
en-AU~BALANCE/CAc86e3ffe0ba65be92594045c182c8286_3.wav,I'm calling to check my account balance on my savings account,I'm calling to check my account balance on my savings account,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/CAc86e3ffe0ba65be92594045c182c8286_3.wav
en-AU~BALANCE/CA6720102443abb4ecf468db81efdb8696_2.wav,I want to check my current account balance,I want to check my current account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/CA6720102443abb4ecf468db81efdb8696_2.wav
en-AU~BALANCE/response_40.wav,show me my account balance please,show me my account balance please,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_40.wav
en-AU~BALANCE/response_42.wav,how do I see my account balance,how do I see my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_42.wav
en-AU~BALANCE/CA8b5235c5c4f15e54ca9916ce5814a023_4.wav,current account balance,current account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/CA8b5235c5c4f15e54ca9916ce5814a023_4.wav
en-AU~BALANCE/response_43.wav,hello I'm just inquiring about my current bank balance could you tell me what my current account balance is showing,hello I'm just inquiring about my current bank balance could you tell me what my current account balance is showing,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_43.wav
en-AU~BALANCE/CAbb5d4d39ba96d73c849a39afbeb9396f_2.wav,oh hi I'm only better that I was just wanting to check my account balance my account with your with the bank please,oh hi I'm only better that I was just wanting to check my account balance my account with your with the bank please,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/CAbb5d4d39ba96d73c849a39afbeb9396f_2.wav
en-AU~BALANCE/response_44.wav,hi are you able to show me my current account balance thank you very much,hi are you able to show me my current account balance thank you very much,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_44.wav
en-AU~BALANCE/response_45.wav,I have to read the count you and I want to know what the account balances are for each account are you able to assist,I have to read the count you and I want to know what the account balances are for each account are you able to assist,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_45.wav
en-AU~BALANCE/response_22.wav,what is the balance of my account,what is the balance of my account,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_22.wav
en-AU~BALANCE/response_36.wav,I just like to know how much money is in my account,I just like to know how much money is in my account,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_36.wav
en-AU~BALANCE/CA811af6457aeed8bb00411e2635e469cf_1.wav,check account balance,check account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/CA811af6457aeed8bb00411e2635e469cf_1.wav
en-AU~BALANCE/response_37.wav,could you please tell me the balance of my account,could you please tell me the balance of my account,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_37.wav
en-AU~BALANCE/response_23.wav,I was wondering how I can view my account balance,I was wondering how I can view my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_23.wav
en-AU~BALANCE/response_35.wav,yeah hello I just wanted to find out what my current about account balances thank you,yeah hello I just wanted to find out what my current about account balances thank you,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_35.wav
en-AU~BALANCE/response_21.wav,hello is this the bank I like to be informed of my current account balance I don't have the app so this is the easiest way for me to get my balance,hello is this the bank I like to be informed of my current account balance I don't have the app so this is the easiest way for me to get my balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_21.wav
en-AU~BALANCE/response_18.wav,please show me my account balance,please show me my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_18.wav
en-AU~BALANCE/response_30.wav,can you please show me my account balance,can you please show me my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_30.wav
en-AU~BALANCE/response_24.wav,can you please show me my current account balance,can you please show me my current account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_24.wav
en-AU~BALANCE/response_25.wav,show account balance,show account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_25.wav
en-AU~BALANCE/response_31.wav,I was hoping to find out the current balance of my account if I could please,I was hoping to find out the current balance of my account if I could please,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_31.wav
en-AU~BALANCE/response_19.wav,account balance,account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_19.wav
en-AU~BALANCE/response_8.wav,hello can you please tell me how much money is in my main transaction account,hello can you please tell me how much money is in my main transaction account,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_8.wav
en-AU~BALANCE/response_27.wav,hello how's this wondering if you could please show me my account balance,hello how's this wondering if you could please show me my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_27.wav
en-AU~BALANCE/response_33.wav,good morning I was wondering if you could help me I would like to know how I will be able to access my account balance am I able to do this online or do I ring up via phone or can I send an email thank you very much,good morning I was wondering if you could help me I would like to know how I will be able to access my account balance am I able to do this online or do I ring up via phone or can I send an email thank you very much,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_33.wav
en-AU~BALANCE/response_32.wav,hi there I just like to know what my current account balance is,hi there I just like to know what my current account balance is,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_32.wav
en-AU~BALANCE/response_26.wav,show me my account balance,show me my account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_26.wav
en-AU~BALANCE/response_9.wav,what is my current account balance,what is my current account balance,BALANCE,en-AU,MInDS-14\audio\en-AU~BALANCE/response_9.wav
en-AU~CARD_ISSUES/response_4.wav,I am I have a car from this bank but it's not working why was my payment decline,I am I have a car from this bank but it's not working why was my payment decline,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_4.wav
en-AU~CARD_ISSUES/response_17.wav,my card is not working can you help me,my card is not working can you help me,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_17.wav
en-AU~CARD_ISSUES/CA388142c4f76d12950d83a9434afc7c8c_1.wav,hi I'm having problems with a card,hi I'm having problems with a card,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/CA388142c4f76d12950d83a9434afc7c8c_1.wav
en-AU~CARD_ISSUES/response_16.wav,hi I'm having trouble using my card it keeps declining when I go through the payment status wondering if you could help me out with that,hi I'm having trouble using my card it keeps declining when I go through the payment status wondering if you could help me out with that,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_16.wav
en-AU~CARD_ISSUES/response_5.wav,hello I'm having trouble with my card it won't scan properly and it's declining when I try to use it,hello I'm having trouble with my card it won't scan properly and it's declining when I try to use it,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_5.wav
en-AU~CARD_ISSUES/response_7.wav,I am I am currently at the shops and my card is refusing the payment and declining why can I not use my card,I am I am currently at the shops and my card is refusing the payment and declining why can I not use my card,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_7.wav
en-AU~CARD_ISSUES/response_14.wav,will my cotton work and I was wondering why I was declined,will my cotton work and I was wondering why I was declined,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_14.wav
en-AU~CARD_ISSUES/CAe2308f4d45086fa9f1fd49bdccbf5a96_2.wav,I have been received the card from the bank but I am trying to use my card and it's not allowing me to pay for things,I have been received the card from the bank but I am trying to use my card and it's not allowing me to pay for things,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/CAe2308f4d45086fa9f1fd49bdccbf5a96_2.wav
en-AU~CARD_ISSUES/response_29.wav,I just tried to use my new card and the payment was declined I'm just wondering why my car does it work,I just tried to use my new card and the payment was declined I'm just wondering why my car does it work,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_29.wav
en-AU~CARD_ISSUES/response_15.wav,hi I need some help with my card it's not working and my payments won't go through,hi I need some help with my card it's not working and my payments won't go through,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_15.wav
en-AU~CARD_ISSUES/response_6.wav,could you please help me with my card,could you please help me with my card,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_6.wav
en-AU~CARD_ISSUES/response_2.wav,my card doesn't work,my card doesn't work,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_2.wav
en-AU~CARD_ISSUES/response_39.wav,so I've got a problem with my bank card whenever I try and tap it it stopped working it's not working anymore and I want to find out what the problem is,so I've got a problem with my bank card whenever I try and tap it it stopped working it's not working anymore and I want to find out what the problem is,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_39.wav
en-AU~CARD_ISSUES/response_11.wav,I'm having some trouble would you be able to help me out with my card I don't know why but it just doesn't work so that could you help me out that Zoe great thanks,I'm having some trouble would you be able to help me out with my card I don't know why but it just doesn't work so that could you help me out that Zoe great thanks,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_11.wav
en-AU~CARD_ISSUES/response_10.wav,an issue with my card,an issue with my card,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_10.wav
en-AU~CARD_ISSUES/response_38.wav,hi I'm trying to use my bank card and keep getting declined it's not working but don't know why,hi I'm trying to use my bank card and keep getting declined it's not working but don't know why,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_38.wav
en-AU~CARD_ISSUES/response_3.wav,I can't you can't because it isn't working,I can't you can't because it isn't working,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_3.wav
en-AU~CARD_ISSUES/CA79ed67077daa44579a5049cc3b2506f9_3.wav,also I recently growcott on you but I'm doesn't work when I tried tattoo all-time use it to pay it was declined and I was wondering if I could get some help thank you,also I recently growcott on you but I'm doesn't work when I tried tattoo all-time use it to pay it was declined and I was wondering if I could get some help thank you,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/CA79ed67077daa44579a5049cc3b2506f9_3.wav
en-AU~CARD_ISSUES/response_1.wav,I just got my new card and it's it's not working with the machine it's it's declining my purchases going to have some milk please thanks,I just got my new card and it's it's not working with the machine it's it's declining my purchases going to have some milk please thanks,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_1.wav
en-AU~CARD_ISSUES/response_12.wav,hi there I've just tried to use my card and got declined so I just wondering if you could help me with that please,hi there I've just tried to use my card and got declined so I just wondering if you could help me with that please,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_12.wav
en-AU~CARD_ISSUES/response_13.wav,yes good afternoon like I've got a debit card that I've had with your bank for a very long time in my payment would actually took lie that makes you at the shops right now industry embarrassing so if I can get some assistance with that immediately that'll be very good thank you,yes good afternoon like I've got a debit card that I've had with your bank for a very long time in my payment would actually took lie that makes you at the shops right now industry embarrassing so if I can get some assistance with that immediately that'll be very good thank you,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_13.wav
en-AU~CARD_ISSUES/response_48.wav,yeah my card isn't working I can't make any online payments and just not going through could you help me,yeah my card isn't working I can't make any online payments and just not going through could you help me,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_48.wav
en-AU~CARD_ISSUES/response_49.wav,hi my debit card isn't working it's not letting me use it can you please help,hi my debit card isn't working it's not letting me use it can you please help,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_49.wav
en-AU~CARD_ISSUES/CAdaa853555b7020ae4155ecd8c152cbcd_3.wav,my bank card doesn't work the payment not going through,my bank card doesn't work the payment not going through,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/CAdaa853555b7020ae4155ecd8c152cbcd_3.wav
en-AU~CARD_ISSUES/response_41.wav,hello I'm pulling up I'm having troubles with my card and not working and I'm unable to meet payment with it,hello I'm pulling up I'm having troubles with my card and not working and I'm unable to meet payment with it,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_41.wav
en-AU~CARD_ISSUES/response_40.wav,I tried to use my card day and it doesn't work if you help me and tell me why,I tried to use my card day and it doesn't work if you help me and tell me why,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_40.wav
en-AU~CARD_ISSUES/response_42.wav,hi can you please can I please get assistance with my card that I require help for read it as my payment had been acquired,hi can you please can I please get assistance with my card that I require help for read it as my payment had been acquired,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_42.wav
en-AU~CARD_ISSUES/response_46.wav,I recently received a new card and I've tried to make a payment at a store but it keeps beeping and declining my payment I'm not sure whether it's the chick that is faulty or whether I need a new card can you please assist,I recently received a new card and I've tried to make a payment at a store but it keeps beeping and declining my payment I'm not sure whether it's the chick that is faulty or whether I need a new card can you please assist,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_46.wav
en-AU~CARD_ISSUES/response_44.wav,for some reason my card keeps getting declined,for some reason my card keeps getting declined,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_44.wav
en-AU~CARD_ISSUES/response_50.wav,my car doesn't seem to work,my car doesn't seem to work,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_50.wav
en-AU~CARD_ISSUES/response_45.wav,hello I was completing my grocery shopping a bit earlier in the day and my card declined I've logged into my online account and I see that I have funds available so can you tell me why my card is declining,hello I was completing my grocery shopping a bit earlier in the day and my card declined I've logged into my online account and I see that I have funds available so can you tell me why my card is declining,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_45.wav
en-AU~CARD_ISSUES/response_36.wav,can you help me with my card I can't use my card because it doesn't work,can you help me with my card I can't use my card because it doesn't work,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_36.wav
en-AU~CARD_ISSUES/response_37.wav,I've tried to pay using my card but it doesn't seem to be working,I've tried to pay using my card but it doesn't seem to be working,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_37.wav
en-AU~CARD_ISSUES/response_23.wav,hello I was wondering if you could please help me with my card,hello I was wondering if you could please help me with my card,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_23.wav
en-AU~CARD_ISSUES/CAd66aefb85fe85941bf1ad2257d83d0ec_2.wav,the card that I've got isn't working on my payment keeps getting two kinds,the card that I've got isn't working on my payment keeps getting two kinds,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/CAd66aefb85fe85941bf1ad2257d83d0ec_2.wav
en-AU~CARD_ISSUES/response_35.wav,I'm having some problems using my bank card,I'm having some problems using my bank card,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_35.wav
en-AU~CARD_ISSUES/response_21.wav,yeah I was trying to use my credit card today but it was being declined,yeah I was trying to use my credit card today but it was being declined,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_21.wav
en-AU~CARD_ISSUES/response_20.wav,hello my card is being declined The Checkout I need to work out why it's not working thanks,hello my card is being declined The Checkout I need to work out why it's not working thanks,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_20.wav
en-AU~CARD_ISSUES/response_34.wav,I'm having some issues with my card are you able to help me with that,I'm having some issues with my card are you able to help me with that,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_34.wav
en-AU~CARD_ISSUES/response_30.wav,I'm having trouble with my new car it's not working can you have a look and see why,I'm having trouble with my new car it's not working can you have a look and see why,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_30.wav
en-AU~CARD_ISSUES/response_24.wav,hello I'm having issues with my card payment was declined can you please help,hello I'm having issues with my card payment was declined can you please help,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_24.wav
en-AU~CARD_ISSUES/response_25.wav,card not working,card not working,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_25.wav
en-AU~CARD_ISSUES/response_31.wav,hi there I'm not able to use my card it's not working at the moment why was my payment to kind,hi there I'm not able to use my card it's not working at the moment why was my payment to kind,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_31.wav
en-AU~CARD_ISSUES/response_19.wav,hello ID like to report a problem with my card it's been declined ever since this morning and it just will not work I didn't look at myself nothing suspicious has been taken out but not check the app so I'm a bit confused I would like to have some insight as to why doesn't work,hello ID like to report a problem with my card it's been declined ever since this morning and it just will not work I didn't look at myself nothing suspicious has been taken out but not check the app so I'm a bit confused I would like to have some insight as to why doesn't work,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_19.wav
en-AU~CARD_ISSUES/response_8.wav,you help me with my card it doesn't work,you help me with my card it doesn't work,CARD_ISSUES,en-AU,MInDS-14\audio\en-AU~CARD_ISSUES/response_8.wav
